scale,phase_id,id,x_mm,y_mm,z_mm
1.60,3,LAT_V027,30.424720,6.509154,25.346122
1.60,3,LAT_V028,86.993262,6.509154,25.346122
1.60,3,LAT_V029,2.140449,34.793425,25.346122
1.60,3,LAT_V030,58.708991,34.793425,25.346122
1.60,3,LAT_V031,-26.143823,-21.775117,53.630393
1.60,3,LAT_V032,2.140449,6.509154,53.630393
1.60,4,LAT_V001,2.140449,-3.490846,-2.938149
1.60,4,LAT_V002,2.140449,-3.490846,-59.506692
1.60,4,LAT_V003,-54.428094,-31.775117,-31.222420
1.60,4,LAT_V004,2.140449,-31.775117,-31.222420
1.60,4,LAT_V005,-82.712365,-3.490846,-31.222420
1.60,4,LAT_V006,-26.143823,-3.490846,-31.222420
1.60,4,LAT_V007,30.424720,-3.490846,-31.222420
1.60,4,LAT_V008,-54.428094,24.793425,-31.222420
1.60,4,LAT_V009,2.140449,24.793425,-31.222420
1.60,4,LAT_V010,-26.143823,53.077696,-31.222420
1.60,4,LAT_V011,30.424720,53.077696,-31.222420
1.60,4,LAT_V012,-54.428094,-60.059389,-2.938149
1.60,4,LAT_V013,-82.712365,-31.775117,-2.938149
1.60,4,LAT_V014,-26.143823,-31.775117,-2.938149
1.60,4,LAT_V015,30.424720,-31.775117,-2.938149
1.60,4,LAT_V016,-54.428094,-3.490846,-2.938149
1.60,4,LAT_V017,58.708991,-3.490846,-2.938149
1.60,4,LAT_V018,-26.143823,24.793425,-2.938149
1.60,4,LAT_V019,30.424720,24.793425,-2.938149
1.60,4,LAT_V020,86.993262,24.793425,-2.938149
1.60,4,LAT_V021,2.140449,53.077696,-2.938149
1.60,4,LAT_V022,-54.428094,-31.775117,25.346122
1.60,4,LAT_V023,2.140449,-31.775117,25.346122
1.60,4,LAT_V024,-26.143823,-3.490846,25.346122
1.60,4,LAT_V025,30.424720,-3.490846,25.346122
1.60,4,LAT_V026,86.993262,-3.490846,25.346122
1.60,4,LAT_V027,-54.428094,24.793425,25.346122
1.60,4,LAT_V028,2.140449,24.793425,25.346122
1.60,4,LAT_V029,58.708991,24.793425,25.346122
1.60,4,LAT_V030,2.140449,-3.490846,53.630393
1.60,5,LAT_V001,2.140449,1.509154,2.061851
1.60,5,LAT_V002,2.140449,1.509154,-54.506692
1.60,5,LAT_V003,2.140449,58.077696,-54.506692
1.60,5,LAT_V004,-82.712365,-55.059389,-26.222420
1.60,5,LAT_V005,-26.143823,-55.059389,-26.222420
1.60,5,LAT_V006,-54.428094,-26.775117,-26.222420
1.60,5,LAT_V007,2.140449,-26.775117,-26.222420
1.60,5,LAT_V008,58.708991,-26.775117,-26.222420
1.60,5,LAT_V009,-82.712365,1.509154,-26.222420
1.60,5,LAT_V010,-26.143823,1.509154,-26.222420
1.60,5,LAT_V011,30.424720,1.509154,-26.222420
1.60,5,LAT_V012,-54.428094,29.793425,-26.222420
1.60,5,LAT_V013,2.140449,29.793425,-26.222420
1.60,5,LAT_V014,58.708991,29.793425,-26.222420
1.60,5,LAT_V015,-26.143823,58.077696,-26.222420
1.60,5,LAT_V016,30.424720,58.077696,-26.222420
1.60,5,LAT_V017,-54.428094,-55.059389,2.061851
1.60,5,LAT_V018,2.140449,-55.059389,2.061851
1.60,5,LAT_V019,-82.712365,-26.775117,2.061851
1.60,5,LAT_V020,-26.143823,-26.775117,2.061851
1.60,5,LAT_V021,30.424720,-26.775117,2.061851
1.60,5,LAT_V022,-54.428094,1.509154,2.061851
1.60,5,LAT_V023,58.708991,1.509154,2.061851
1.60,5,LAT_V024,-26.143823,29.793425,2.061851
1.60,5,LAT_V025,30.424720,29.793425,2.061851
1.60,5,LAT_V026,86.993262,29.793425,2.061851
1.60,5,LAT_V027,-54.428094,-26.775117,30.346122
1.60,5,LAT_V028,2.140449,-26.775117,30.346122
1.60,5,LAT_V029,-26.143823,1.509154,30.346122
1.60,5,LAT_V030,30.424720,1.509154,30.346122
1.60,5,LAT_V031,86.993262,1.509154,30.346122
1.60,5,LAT_V032,2.140449,29.793425,30.346122
1.60,5,LAT_V033,58.708991,29.793425,30.346122
1.60,5,LAT_V034,2.140449,1.509154,58.630393
1.60,6,LAT_V001,2.140449,1.509154,-7.938149
1.60,6,LAT_V002,-54.428094,-26.775117,-36.222420
1.60,6,LAT_V003,2.140449,-26.775117,-36.222420
1.60,6,LAT_V004,-26.143823,1.509154,-36.222420
1.60,6,LAT_V005,30.424720,1.509154,-36.222420
1.60,6,LAT_V006,2.140449,29.793425,-36.222420
1.60,6,LAT_V007,30.424720,58.077696,-36.222420
1.60,6,LAT_V008,-54.428094,-55.059389,-7.938149
1.60,6,LAT_V009,2.140449,-55.059389,-7.938149
1.60,6,LAT_V010,-82.712365,-26.775117,-7.938149
1.60,6,LAT_V011,-26.143823,-26.775117,-7.938149
1.60,6,LAT_V012,30.424720,-26.775117,-7.938149
1.60,6,LAT_V013,-54.428094,1.509154,-7.938149
1.60,6,LAT_V014,58.708991,1.509154,-7.938149
1.60,6,LAT_V015,-26.143823,29.793425,-7.938149
1.60,6,LAT_V016,30.424720,29.793425,-7.938149
1.60,6,LAT_V017,86.993262,29.793425,-7.938149
1.60,6,LAT_V018,2.140449,58.077696,-7.938149
1.60,6,LAT_V019,-54.428094,-26.775117,20.346122
1.60,6,LAT_V020,2.140449,-26.775117,20.346122
1.60,6,LAT_V021,58.708991,-26.775117,20.346122
1.60,6,LAT_V022,-26.143823,1.509154,20.346122
1.60,6,LAT_V023,30.424720,1.509154,20.346122
1.60,6,LAT_V024,86.993262,1.509154,20.346122
1.60,6,LAT_V025,-54.428094,29.793425,20.346122
1.60,6,LAT_V026,2.140449,29.793425,20.346122
1.60,6,LAT_V027,58.708991,29.793425,20.346122
1.60,6,LAT_V028,-26.143823,-26.775117,48.630393
1.60,6,LAT_V029,30.424720,-26.775117,48.630393
1.60,6,LAT_V030,2.140449,1.509154,48.630393
1.60,6,LAT_V031,58.708991,1.509154,48.630393
1.60,6,LAT_V032,-26.143823,29.793425,48.630393
1.60,7,LAT_V001,7.140449,6.509154,2.061851
1.60,7,LAT_V002,-21.143823,-21.775117,-54.506692
1.60,7,LAT_V003,7.140449,6.509154,-54.506692
1.60,7,LAT_V004,7.140449,63.077696,-54.506692
1.60,7,LAT_V005,-77.712365,-50.059389,-26.222420
1.60,7,LAT_V006,-21.143823,-50.059389,-26.222420
1.60,7,LAT_V007,-49.428094,-21.775117,-26.222420
1.60,7,LAT_V008,7.140449,-21.775117,-26.222420
1.60,7,LAT_V009,-77.712365,6.509154,-26.222420
1.60,7,LAT_V010,-21.143823,6.509154,-26.222420
1.60,7,LAT_V011,35.424720,6.509154,-26.222420
1.60,7,LAT_V012,-49.428094,34.793425,-26.222420
1.60,7,LAT_V013,7.140449,34.793425,-26.222420
1.60,7,LAT_V014,-21.143823,63.077696,-26.222420
1.60,7,LAT_V015,35.424720,63.077696,-26.222420
1.60,7,LAT_V016,-49.428094,-50.059389,2.061851
1.60,7,LAT_V017,7.140449,-50.059389,2.061851
1.60,7,LAT_V018,-77.712365,-21.775117,2.061851
1.60,7,LAT_V019,-21.143823,-21.775117,2.061851
1.60,7,LAT_V020,35.424720,-21.775117,2.061851
1.60,7,LAT_V021,-49.428094,6.509154,2.061851
1.60,7,LAT_V022,63.708991,6.509154,2.061851
1.60,7,LAT_V023,-21.143823,34.793425,2.061851
1.60,7,LAT_V024,35.424720,34.793425,2.061851
1.60,7,LAT_V025,91.993262,34.793425,2.061851
1.60,7,LAT_V026,-49.428094,-21.775117,30.346122
1.60,7,LAT_V027,7.140449,-21.775117,30.346122
1.60,7,LAT_V028,-21.143823,6.509154,30.346122
1.60,7,LAT_V029,35.424720,6.509154,30.346122
1.60,7,LAT_V030,91.993262,6.509154,30.346122
1.60,7,LAT_V031,7.140449,34.793425,30.346122
1.60,7,LAT_V032,63.708991,34.793425,30.346122
1.60,7,LAT_V033,7.140449,6.509154,58.630393
1.60,8,LAT_V001,-2.859551,-3.490846,-7.938149
1.60,8,LAT_V002,-59.428094,-31.775117,-36.222420
1.60,8,LAT_V003,-2.859551,-31.775117,-36.222420
1.60,8,LAT_V004,-31.143823,-3.490846,-36.222420
1.60,8,LAT_V005,25.424720,-3.490846,-36.222420
1.60,8,LAT_V006,-2.859551,24.793425,-36.222420
1.60,8,LAT_V007,25.424720,53.077696,-36.222420
1.60,8,LAT_V008,-59.428094,-60.059389,-7.938149
1.60,8,LAT_V009,-87.712365,-31.775117,-7.938149
1.60,8,LAT_V010,-31.143823,-31.775117,-7.938149
1.60,8,LAT_V011,25.424720,-31.775117,-7.938149
1.60,8,LAT_V012,-59.428094,-3.490846,-7.938149
1.60,8,LAT_V013,53.708991,-3.490846,-7.938149
1.60,8,LAT_V014,-31.143823,24.793425,-7.938149
1.60,8,LAT_V015,25.424720,24.793425,-7.938149
1.60,8,LAT_V016,81.993262,24.793425,-7.938149
1.60,8,LAT_V017,-2.859551,53.077696,-7.938149
1.60,8,LAT_V018,-2.859551,-31.775117,20.346122
1.60,8,LAT_V019,53.708991,-31.775117,20.346122
1.60,8,LAT_V020,-31.143823,-3.490846,20.346122
1.60,8,LAT_V021,25.424720,-3.490846,20.346122
1.60,8,LAT_V022,81.993262,-3.490846,20.346122
1.60,8,LAT_V023,-59.428094,24.793425,20.346122
1.60,8,LAT_V024,-2.859551,24.793425,20.346122
1.60,8,LAT_V025,53.708991,24.793425,20.346122
1.60,8,LAT_V026,-2.859551,-3.490846,48.630393
1.60,8,LAT_V027,-31.143823,24.793425,48.630393
1.60,8,LAT_V028,25.424720,24.793425,48.630393
